group,endpoints,tns_ns,wns_ns
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/proc0_counter/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/CP_LEN_WE_reg/D,1,-0.306,-0.306
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/has_addr_gen.tw_addr_gen/cnt/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/has_TW_mult.sync_tw_addr/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_srl16e1/D,2,-0.306,-0.163
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/nat_ip_next_start_reg.next_start_int_d_reg/R,1,-0.305,-0.305
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_EN_B,1,-0.304,-0.304
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_152/CAS_IN_BWE_B[],4,-0.304,-0.102
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft._nfft_value.NFFT_int_tmp_reg[]/CE,3,-0.301,-0.101
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_47/CAS_IN_DIN_B[],4,-0.301,-0.186
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/frames_in_progress_reg[]/R,3,-0.3,-0.1
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/pi4_reg/DSP_OUTPUT_INST/CEP,1,-0.298,-0.298
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_12/ADDRBWRADDR[],6,-0.297,-0.122
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/load_enable_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/load_enable_reg/D,1,-0.296,-0.296
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/pr4_reg/DSP_A_B_DATA_INST/CEA2,1,-0.296,-0.296
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_EN_A,1,-0.295,-0.295
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_EN_B,1,-0.294,-0.294
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[3].natural_order_input.PE/has_addr_gen.bf2_addr_gen/cnt/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/R,7,-0.291,-0.042
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/ri3_reg/DSP_A_B_DATA_INST/CEA2,1,-0.289,-0.289
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_2/CASDOMUXEN_B,1,-0.289,-0.289
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[].max_n_int_minus_one_ff/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/D,1,-0.289,-0.289
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_111/CAS_IN_ADDR_A[],6,-0.287,-0.071
clk500:sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_0/ENARDEN,1,-0.286,-0.286
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_DIN_B[],3,-0.286,-0.141
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/observation_front/fft_core/bank1_reg_bram_1/WEA[],2,-0.282,-0.163
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdpp1_inst/count_value_i_reg[]/CE,8,-0.281,-0.046
clk500:sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_1/WEA[],1,-0.28,-0.28
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_119/CAS_IN_EN_B,1,-0.28,-0.28
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_ADDR_A[],3,-0.279,-0.12
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/observation_front/fft_core/bank0_reg_bram_0/REGCEB,1,-0.278,-0.278
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/observation_front/fft_core/bank1_reg_bram_1/REGCEB,1,-0.277,-0.277
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_DIN_B[],4,-0.277,-0.086
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/pr4_reg/DSP_A_B_DATA_INST/CEB2,1,-0.276,-0.276
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/ri3_reg/DSP_A_B_DATA_INST/CEB2,1,-0.269,-0.269
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_6/ADDRBWRADDR[],1,-0.266,-0.266
clk500:sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_3/WEA[],1,-0.266,-0.266
clk500:cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> cfo/observation_front/sum_done_reg/R,1,-0.266,-0.266
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_135/CAS_IN_ADDR_A[],1,-0.264,-0.264
clk500:cfo/observation_front/fft_core/bank1_reg_bram_0/CLKBWRCLK -> cfo/observation_front/fft_core/pr4_reg/DSP_A_B_DATA_INST/A[],1,-0.262,-0.262
clk500:cfo/windows/sample_index_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_3/CASOREGIMUXEN_B,1,-0.26,-0.26
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_DIN_B[],3,-0.26,-0.152
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/pr4_reg/DSP_OUTPUT_INST/CEP,1,-0.259,-0.259
clk500:sfo/residual_estimator/aux_service/reset_sync500/syncstages_ff_reg[]/C -> sfo/residual_estimator/aux_service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_0/ENARDEN,1,-0.258,-0.258
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/overflow.g_valid_ovflo_reg.ovflo_valid_d_reg/R,1,-0.258,-0.258
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/overflow.ovflo_reg_fd/R,1,-0.258,-0.258
clk500:cfo/observation_front/fft_core/m_generation_reg[]/C -> cfo/observation_front/fft_core/m_last_reg/CE,1,-0.257,-0.257
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/rr3_reg/DSP_A_B_DATA_INST/CEB2,1,-0.256,-0.256
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/pi4_reg/DSP_M_DATA_INST/CEM,1,-0.255,-0.255
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/nat_ip_next_start_reg.next_start_int_d_reg/R,1,-0.252,-0.252
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[].max_n_int_minus_one_ff/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[3].natural_order_input.PE/has_addr_gen.bf2_addr_gen/cnt/i_tc_compare_reg/D,1,-0.25,-0.25
clk500:cfo/observation_front/fft_core/m_generation_reg[]/C -> cfo/observation_front/fft_core/m_error_reg[]/CE,2,-0.25,-0.127
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]/C -> cfo/observation_front/fft_core/next_output_reg[]/CE,1,-0.249,-0.249
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_119/CAS_IN_ADDR_A[],4,-0.247,-0.141
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_70/CAS_IN_BWE_B[],3,-0.246,-0.088
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_EN_A,1,-0.245,-0.245
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_63/CAS_IN_ADDR_A[],2,-0.245,-0.129
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_63/CAS_IN_DIN_B[],4,-0.241,-0.105
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_159/CAS_IN_BWE_B[],6,-0.241,-0.078
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_145/CAS_IN_DIN_B[],3,-0.239,-0.132
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[].max_n_int_minus_one_ff/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[4].natural_order_input.PE/has_addr_gen.tw_addr_gen/cnt/i_tc_compare_reg/D,1,-0.238,-0.238
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[].max_n_int_minus_one_ff/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_addr_gen.bf2_addr_gen/cnt/i_tc_compare_reg/D,1,-0.236,-0.236
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[].max_n_int_minus_one_ff/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/has_addr_gen.tw_addr_gen/cnt/i_tc_compare_reg/D,1,-0.236,-0.236
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[0].delay_reset_pe/count_addsub_reg[].addsub_reg/R,5,-0.229,-0.046
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_23/CAS_IN_DIN_B[],3,-0.228,-0.094
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_EN_A,1,-0.227,-0.227
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[4].natural_order_input.OVFLO_FIFO/rd_cnt_reg[]/CE,4,-0.226,-0.058
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_159/CAS_IN_EN_A,1,-0.225,-0.225
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_39/CAS_IN_DIN_B[],2,-0.225,-0.149
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_EN_B,1,-0.223,-0.223
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/has_TW_mult.MULT/i_cmpy/three_mult_structure.use_dsp.i_dsp48/mult2_preadder_d_plus_a.mult2/mult/use_prim.appDSP48[0].bppDSP48[0].use_dsp.use_dsp48e2.iDSP48E2/DSP_OUTPUT_INST/CLK -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/has_TW_mult.MULT/i_cmpy/three_mult_structure.use_dsp.i_dsp48/mult3_preadder_d_minus_a.mult3/mult/use_prim.appDSP48[0].bppDSP48[0].use_dsp.use_dsp48e2.iDSP48E2/DSP_C_DATA_INST/C[],1,-0.221,-0.221
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_DIN_B[],3,-0.221,-0.096
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.DV_reg/D,1,-0.218,-0.218
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[]/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/S,1,-0.216,-0.216
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMA/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMA_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMB/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMB_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMC/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMC_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMD/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMD_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAME/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAME_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMF/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMF_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMG/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMG_D1/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMH/WE,1,-0.215,-0.215
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_154_167/RAMH_D1/WE,1,-0.215,-0.215
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[4].delay_reset_pe/tc_reg/S,1,-0.215,-0.215
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/FB_1.BF_1/wr_addr_del/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre1/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/FB_1.BF_1/MEM/blk_ram.use_bram_only.mem/depth_13_s6_depth_12.main_ram_loop[].use_RAMB18.ram_2k_loop[].SDP_RAMB18_9x2048/WEA[],2,-0.215,-0.164
clk500:cfo/windows/fast_fault_reg/C -> cfo/observation_front/fft_core/bank1_reg_bram_1/ENARDEN,1,-0.214,-0.214
clk150:sfo/two_pass_transport/intermediate[1].intermediate_bank/responses/memory/xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_cc.fifo_wr_rst_cc_reg[]_replica/C -> sfo/two_pass_transport/first_resampling/engine/core/fir47_decimator/i_core/U0/i_synth/g_single_rate.i_single_rate/g_m_data_chan_fifo.i_m_data_chan_fifo/fifo0/not_full_1_reg_replica_1/D,1,-0.213,-0.213
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_ADDR_B[],6,-0.212,-0.079
clk500:cfo/observation_front/v_reg[]/C -> cfo/observation_front/m_z_i_reg[]/CE,4,-0.212,-0.053
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/issued_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_96/CAS_IN_ADDR_A[],2,-0.211,-0.117
